,run,step,small triangle,middle triangle,big triangle,square,parallelogram
22,1,7,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
23,1,8,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
24,1,9,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
25,1,10,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
26,1,11,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
27,1,12,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
28,1,13,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
29,1,14,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
30,1,15,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
31,1,16,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
32,1,17,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
33,1,18,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
34,2,1,set(),set(),set(),"{(23.0, 0.0)}",set()
35,2,2,set(),set(),"{(13.0, 270.0)}","{(23.0, 0.0)}",set()
36,2,3,"{(2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}",set()
37,2,4,"{(2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
38,2,5,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
39,2,6,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(7.0, 90.0), (13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
40,2,7,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
41,2,8,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
42,2,9,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
43,2,10,"{(23.0, 0.0), (2.0, 135.0)}","{(12.0, 180.0)}",set(),"{(23.0, 0.0)}","{(11.0, 90.0)}"
44,2,11,"{(23.0, 0.0), (2.0, 135.0)}","{(12.0, 180.0)}","{(12.0, 135.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
45,2,12,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
46,2,13,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
47,2,14,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
48,2,15,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
49,2,16,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
50,2,17,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
51,2,18,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
52,2,19,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
53,3,1,set(),set(),set(),set(),"{(11.0, 90.0)}"
54,3,2,set(),set(),set(),set(),"{(11.0, 90.0)}"
55,3,3,set(),set(),set(),"{(23.0, 0.0)}","{(11.0, 90.0)}"
56,3,4,"{(23.0, 0.0)}",set(),set(),"{(23.0, 0.0)}","{(11.0, 90.0)}"
57,3,5,"{(23.0, 0.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
58,3,6,"{(23.0, 0.0)}",set(),"{(7.0, 90.0), (13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
59,3,7,"{(23.0, 0.0)}","{(8.0, 225.0)}","{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
60,3,8,"{(23.0, 0.0), (12.0, 180.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
61,3,9,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
62,3,10,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(7.0, 90.0), (13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
63,3,11,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 135.0)}","{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
64,3,12,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
65,3,13,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}",set(),"{(23.0, 0.0)}","{(11.0, 90.0)}"
66,3,14,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
67,3,15,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
68,3,16,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
69,3,17,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
70,3,18,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
71,4,1,set(),set(),"{(7.0, 45.0)}",set(),set()
72,4,2,"{(2.0, 135.0)}",set(),set(),set(),set()
73,4,3,"{(2.0, 135.0)}",set(),set(),set(),set()
74,4,4,"{(2.0, 135.0)}",set(),"{(13.0, 270.0)}",set(),set()
75,4,5,"{(2.0, 135.0)}",set(),"{(13.0, 270.0)}",set(),"{(7.0, 135.0)}"
76,4,6,"{(2.0, 135.0)}",set(),"{(13.0, 270.0)}",set(),set()
77,4,7,"{(12.0, 180.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}",set(),set()
78,4,8,"{(2.0, 135.0)}",set(),"{(13.0, 270.0)}",set(),"{(11.0, 90.0)}"
79,4,9,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}",set(),"{(11.0, 90.0)}"
80,4,10,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
81,4,11,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
82,4,12,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 135.0)}","{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
83,4,13,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(7.0, 90.0), (13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
84,4,14,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}",set(),"{(23.0, 0.0)}","{(11.0, 90.0)}"
85,4,15,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
86,4,16,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
87,4,17,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
88,4,18,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
89,5,1,"{(23.0, 0.0)}",set(),set(),set(),set()
90,5,2,"{(23.0, 0.0)}",set(),set(),"{(23.0, 0.0)}",set()
91,5,3,"{(23.0, 0.0)}",set(),set(),"{(23.0, 0.0)}","{(7.0, 135.0)}"
92,5,4,"{(23.0, 0.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(7.0, 135.0)}"
93,5,5,"{(23.0, 0.0), (2.0, 135.0)}",set(),set(),"{(23.0, 0.0)}","{(7.0, 135.0)}"
94,5,6,"{(23.0, 0.0), (2.0, 135.0)}","{(12.0, 180.0)}",set(),"{(23.0, 0.0)}","{(7.0, 135.0)}"
95,5,7,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}",set(),"{(23.0, 0.0)}","{(7.0, 135.0)}"
96,5,8,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(13.0, 270.0)}","{(23.0, 0.0)}","{(7.0, 135.0)}"
97,5,9,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}",set(),"{(23.0, 0.0)}","{(11.0, 90.0)}"
98,5,10,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}",set(),"{(23.0, 0.0)}","{(11.0, 90.0)}"
99,5,11,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(8.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
100,5,12,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
101,5,13,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
102,5,14,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
103,5,15,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
104,5,16,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
105,5,17,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
106,5,18,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
107,6,1,set(),set(),"{(7.0, 45.0)}",set(),set()
108,6,2,set(),set(),"{(7.0, 45.0)}","{(23.0, 0.0)}",set()
109,6,3,"{(23.0, 0.0)}",set(),"{(7.0, 45.0)}","{(23.0, 0.0)}",set()
110,6,4,"{(23.0, 0.0)}",set(),"{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
111,6,5,"{(23.0, 0.0)}",set(),"{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
112,6,6,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
113,6,7,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
114,6,8,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
115,6,9,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
116,6,10,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
117,6,11,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
118,6,12,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
119,6,13,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
120,6,14,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
121,6,15,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
122,6,16,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
123,6,17,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
124,6,18,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
125,7,1,"{(2.0, 135.0)}",set(),set(),set(),set()
126,7,2,"{(23.0, 0.0)}",set(),set(),set(),set()
127,7,3,"{(23.0, 0.0)}",set(),"{(12.0, 45.0)}",set(),set()
128,7,4,"{(23.0, 0.0)}",set(),"{(12.0, 45.0)}","{(23.0, 0.0)}",set()
129,7,5,"{(23.0, 0.0)}",set(),"{(12.0, 45.0)}","{(23.0, 0.0)}","{(7.0, 135.0)}"
130,7,6,"{(23.0, 0.0)}",set(),"{(12.0, 45.0)}","{(23.0, 0.0)}","{(7.0, 0.0)}"
131,7,7,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(12.0, 45.0)}","{(23.0, 0.0)}",set()
132,7,8,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 45.0)}","{(23.0, 0.0)}",set()
133,7,9,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(12.0, 45.0), (7.0, 90.0)}","{(23.0, 0.0)}",set()
134,7,10,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 135.0)}","{(12.0, 45.0)}","{(23.0, 0.0)}",set()
135,7,11,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(12.0, 45.0)}","{(23.0, 0.0)}","{(7.0, 0.0)}"
136,7,12,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 45.0)}","{(23.0, 0.0)}",set()
137,7,13,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(12.0, 45.0), (7.0, 90.0)}","{(23.0, 0.0)}",set()
138,7,14,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 135.0)}","{(12.0, 45.0)}","{(23.0, 0.0)}",set()
139,7,15,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(7.0, 45.0)}","{(23.0, 0.0)}",set()
140,7,16,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
141,8,1,set(),set(),set(),set(),"{(11.0, 90.0)}"
142,8,2,"{(2.0, 135.0)}",set(),set(),set(),"{(11.0, 90.0)}"
143,8,3,"{(2.0, 135.0)}",set(),set(),"{(23.0, 0.0)}","{(11.0, 90.0)}"
144,8,4,"{(2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
145,8,5,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
146,8,6,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(7.0, 90.0), (13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
147,8,7,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
148,8,8,"{(23.0, 0.0), (2.0, 135.0)}","{(12.0, 180.0)}",set(),"{(23.0, 0.0)}","{(11.0, 90.0)}"
149,8,9,"{(23.0, 0.0), (2.0, 135.0)}","{(12.0, 180.0)}","{(12.0, 135.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
150,8,10,"{(23.0, 0.0), (2.0, 135.0)}",set(),set(),"{(23.0, 0.0)}",set()
151,8,11,"{(23.0, 0.0), (2.0, 135.0)}",set(),set(),"{(23.0, 0.0)}",set()
152,8,12,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}",set()
153,8,13,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
154,8,14,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 135.0)}","{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
155,8,15,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(7.0, 90.0), (13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
156,8,16,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
157,8,17,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
158,8,18,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
159,8,19,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
160,9,1,"{(23.0, 0.0)}",set(),set(),set(),set()
161,9,2,"{(23.0, 0.0)}",set(),set(),set(),"{(11.0, 90.0)}"
162,9,3,"{(23.0, 0.0)}",set(),set(),set(),"{(11.0, 90.0)}"
163,9,4,"{(23.0, 0.0), (2.0, 135.0)}",set(),set(),set(),"{(11.0, 90.0)}"
164,9,5,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(7.0, 45.0)}",set(),"{(11.0, 90.0)}"
165,9,6,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
166,9,7,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
167,9,8,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
168,9,9,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
169,9,10,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
170,9,11,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
171,9,12,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
172,9,13,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
173,9,14,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
174,9,15,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
175,9,16,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
176,9,17,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
177,9,18,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
178,10,1,"{(23.0, 0.0)}",set(),set(),set(),set()
179,10,2,"{(23.0, 0.0)}",set(),"{(12.0, 45.0)}",set(),set()
180,10,3,"{(23.0, 0.0)}",set(),"{(12.0, 45.0)}","{(23.0, 0.0)}",set()
181,10,4,"{(23.0, 0.0)}",set(),"{(12.0, 45.0)}","{(23.0, 0.0)}","{(7.0, 135.0)}"
182,10,5,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(12.0, 45.0)}","{(23.0, 0.0)}",set()
183,10,6,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 45.0)}","{(23.0, 0.0)}",set()
184,10,7,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(12.0, 45.0)}","{(23.0, 0.0)}","{(7.0, 0.0)}"
185,10,8,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(12.0, 45.0), (7.0, 90.0)}","{(23.0, 0.0)}",set()
186,10,9,"{(23.0, 0.0), (2.0, 135.0)}",set(),set(),"{(23.0, 0.0)}","{(12.0, 90.0)}"
187,10,10,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 135.0)}",set(),"{(23.0, 0.0)}","{(12.0, 90.0)}"
188,10,11,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(8.0, 270.0)}","{(23.0, 0.0)}","{(12.0, 90.0)}"
189,10,12,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}",set(),"{(23.0, 0.0)}","{(12.0, 90.0)}"
190,10,13,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(7.0, 45.0)}","{(23.0, 0.0)}","{(12.0, 90.0)}"
191,10,14,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}",set(),"{(23.0, 0.0)}","{(11.0, 90.0)}"
192,10,15,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}",set(),"{(23.0, 0.0)}","{(11.0, 90.0)}"
